dhb,report_date,age_group,count
Auckland,2021-12-05,50 to 59,1
Auckland,2021-12-05,70 to 79,1
Auckland,2021-12-06,0 to 9,6
Auckland,2021-12-06,10 to 19,5
Auckland,2021-12-06,20 to 29,2
Auckland,2021-12-06,30 to 39,8
Auckland,2021-12-06,40 to 49,1
Auckland,2021-12-06,50 to 59,4
Auckland,2021-12-06,60 to 69,2
Auckland,2021-12-07,0 to 9,4
Auckland,2021-12-07,10 to 19,1
Auckland,2021-12-07,20 to 29,2
Auckland,2021-12-07,30 to 39,3
Auckland,2021-12-07,40 to 49,5
Auckland,2021-12-07,50 to 59,2
Auckland,2021-12-07,70 to 79,1
Auckland,2021-12-08,0 to 9,3
Auckland,2021-12-08,10 to 19,5
Auckland,2021-12-08,20 to 29,5
Auckland,2021-12-08,30 to 39,3
Auckland,2021-12-08,40 to 49,1
Auckland,2021-12-08,50 to 59,2
Auckland,2021-12-08,60 to 69,3
Auckland,2021-12-09,0 to 9,4
Auckland,2021-12-09,10 to 19,4
Auckland,2021-12-09,20 to 29,1
Auckland,2021-12-09,30 to 39,3
Auckland,2021-12-09,40 to 49,2
Auckland,2021-12-09,50 to 59,3
Auckland,2021-12-09,60 to 69,1
Auckland,2021-12-10,0 to 9,5
Auckland,2021-12-10,10 to 19,3
Auckland,2021-12-10,20 to 29,3
Auckland,2021-12-10,30 to 39,4
Auckland,2021-12-10,40 to 49,1
Auckland,2021-12-10,50 to 59,2
Auckland,2021-12-11,0 to 9,3
Auckland,2021-12-11,10 to 19,2
Auckland,2021-12-11,30 to 39,3
Auckland,2021-12-11,40 to 49,1
Auckland,2021-12-12,0 to 9,6
Auckland,2021-12-12,10 to 19,3
Auckland,2021-12-12,20 to 29,1
Auckland,2021-12-12,30 to 39,2
Auckland,2021-12-12,40 to 49,1
Auckland,2021-12-12,50 to 59,1
Auckland,2021-12-13,0 to 9,6
Auckland,2021-12-13,20 to 29,2
Auckland,2021-12-13,30 to 39,1
Auckland,2021-12-13,40 to 49,2
Auckland,2021-12-13,60 to 69,2
Auckland,2021-12-14,0 to 9,4
Auckland,2021-12-14,10 to 19,2
Auckland,2021-12-14,20 to 29,4
Auckland,2021-12-14,30 to 39,3
Auckland,2021-12-14,40 to 49,3
Auckland,2021-12-14,50 to 59,2
Auckland,2021-12-15,0 to 9,2
Auckland,2021-12-15,10 to 19,1
Auckland,2021-12-15,20 to 29,1
Auckland,2021-12-15,30 to 39,5
Auckland,2021-12-15,40 to 49,1
Auckland,2021-12-15,50 to 59,3
Auckland,2021-12-15,60 to 69,1
Auckland,2021-12-15,80 to 89,1
Auckland,2021-12-16,0 to 9,2
Auckland,2021-12-16,10 to 19,1
Auckland,2021-12-16,20 to 29,5
Auckland,2021-12-16,30 to 39,1
Auckland,2021-12-16,40 to 49,1
Auckland,2021-12-16,50 to 59,3
Auckland,2021-12-16,60 to 69,2
Auckland,2021-12-17,10 to 19,1
Auckland,2021-12-17,20 to 29,2
Auckland,2021-12-17,30 to 39,3
Auckland,2021-12-17,40 to 49,2
Auckland,2021-12-17,50 to 59,3
Auckland,2021-12-17,60 to 69,1
Auckland,2021-12-18,0 to 9,1
Auckland,2021-12-18,10 to 19,1
Auckland,2021-12-18,20 to 29,7
Auckland,2021-12-18,30 to 39,3
Auckland,2021-12-18,40 to 49,2
Auckland,2021-12-18,50 to 59,2
Auckland,2021-12-18,70 to 79,1
Auckland,2021-12-19,0 to 9,5
Auckland,2021-12-19,10 to 19,3
Auckland,2021-12-19,20 to 29,1
Auckland,2021-12-19,40 to 49,1
Auckland,2021-12-19,70 to 79,1
Auckland,2021-12-20,0 to 9,1
Auckland,2021-12-20,20 to 29,1
Auckland,2021-12-20,40 to 49,1
Auckland,2021-12-20,60 to 69,1
Auckland,2021-12-21,0 to 9,1
Auckland,2021-12-21,50 to 59,2
Auckland,2021-12-22,0 to 9,1
Auckland,2021-12-22,10 to 19,1
Auckland,2021-12-22,20 to 29,2
Auckland,2021-12-22,30 to 39,3
Auckland,2021-12-22,40 to 49,1
Auckland,2021-12-22,50 to 59,1
Auckland,2021-12-23,10 to 19,2
Auckland,2021-12-23,20 to 29,1
Auckland,2021-12-23,30 to 39,1
Auckland,2021-12-23,40 to 49,1
Auckland,2021-12-24,10 to 19,2
Auckland,2021-12-24,20 to 29,1
Auckland,2021-12-24,40 to 49,1
Auckland,2021-12-24,50 to 59,1
Auckland,2021-12-25,0 to 9,5
Auckland,2021-12-25,20 to 29,1
Auckland,2021-12-25,30 to 39,1
Auckland,2021-12-25,40 to 49,2
Auckland,2021-12-25,50 to 59,3
Auckland,2021-12-25,60 to 69,1
Auckland,2021-12-25,70 to 79,1
Auckland,2021-12-26,0 to 9,1
Auckland,2021-12-26,10 to 19,1
Auckland,2021-12-26,30 to 39,1
Auckland,2021-12-26,50 to 59,1
Auckland,2021-12-27,20 to 29,1
Auckland,2021-12-27,40 to 49,1
Auckland,2021-12-28,0 to 9,3
Auckland,2021-12-30,0 to 9,2
Auckland,2021-12-30,10 to 19,1
Auckland,2021-12-30,20 to 29,3
Auckland,2021-12-30,30 to 39,2
Auckland,2021-12-30,50 to 59,1
Auckland,2021-12-30,70 to 79,1
Auckland,2021-12-31,0 to 9,3
Auckland,2021-12-31,10 to 19,3
Auckland,2021-12-31,20 to 29,1
Auckland,2021-12-31,30 to 39,3
Auckland,2021-12-31,40 to 49,1
Auckland,2021-12-31,50 to 59,1
Auckland,2021-12-31,90+,1
Auckland,2022-01-01,0 to 9,3
Auckland,2022-01-01,20 to 29,2
Auckland,2022-01-01,40 to 49,1
Auckland,2022-01-01,50 to 59,1
Auckland,2022-01-01,70 to 79,2
Auckland,2022-01-01,80 to 89,1
Auckland,2022-01-01,90+,1
Auckland,2022-01-02,20 to 29,1
Auckland,2022-01-02,30 to 39,1
Auckland,2022-01-02,50 to 59,1
Auckland,2022-01-03,0 to 9,1
Auckland,2022-01-03,20 to 29,1
Auckland,2022-01-04,20 to 29,2
Auckland,2022-01-04,30 to 39,1
Auckland,2022-01-04,70 to 79,1
Auckland,2022-01-05,10 to 19,1
Auckland,2022-01-06,0 to 9,1
Auckland,2022-01-06,20 to 29,4
Auckland,2022-01-06,30 to 39,1
Auckland,2022-01-06,40 to 49,1
Auckland,2022-01-07,0 to 9,2
Auckland,2022-01-07,10 to 19,1
Auckland,2022-01-07,20 to 29,5
Auckland,2022-01-07,30 to 39,1
Auckland,2022-01-07,40 to 49,1
Auckland,2022-01-07,50 to 59,1
Auckland,2022-01-07,60 to 69,1
Auckland,2022-01-08,20 to 29,2
Auckland,2022-01-08,30 to 39,1
Auckland,2022-01-08,60 to 69,1
Auckland,2022-01-08,80 to 89,1
Auckland,2022-01-09,0 to 9,2
Auckland,2022-01-09,10 to 19,1
Auckland,2022-01-09,20 to 29,2
Auckland,2022-01-09,30 to 39,1
Auckland,2022-01-09,40 to 49,1
Auckland,2022-01-09,60 to 69,3
Auckland,2022-01-09,80 to 89,1
Auckland,2022-01-10,10 to 19,1
Auckland,2022-01-10,20 to 29,1
Auckland,2022-01-10,30 to 39,2
Auckland,2022-01-10,60 to 69,1
Auckland,2022-01-10,70 to 79,1
Auckland,2022-01-10,80 to 89,1
Auckland,2022-01-11,10 to 19,2
Auckland,2022-01-11,30 to 39,2
Auckland,2022-01-11,40 to 49,1
Auckland,2022-01-11,50 to 59,1
Auckland,2022-01-11,90+,1
Auckland,2022-01-12,10 to 19,1
Auckland,2022-01-12,30 to 39,1
Auckland,2022-01-12,50 to 59,1
Auckland,2022-01-12,60 to 69,1
Auckland,2022-01-13,10 to 19,2
Auckland,2022-01-13,30 to 39,2
Auckland,2022-01-13,40 to 49,1
Auckland,2022-01-14,10 to 19,3
Auckland,2022-01-14,20 to 29,1
Auckland,2022-01-14,30 to 39,1
Auckland,2022-01-14,40 to 49,1
Auckland,2022-01-15,0 to 9,1
Auckland,2022-01-15,10 to 19,1
Auckland,2022-01-15,40 to 49,2
Auckland,2022-01-17,10 to 19,1
Auckland,2022-01-17,20 to 29,1
Auckland,2022-01-18,20 to 29,5
Auckland,2022-01-18,30 to 39,2
Auckland,2022-01-18,50 to 59,1
Auckland,2022-01-18,60 to 69,1
Auckland,2022-01-19,0 to 9,1
Auckland,2022-01-19,20 to 29,1
Auckland,2022-01-19,40 to 49,2
Auckland,2022-01-20,0 to 9,2
Auckland,2022-01-20,10 to 19,2
Auckland,2022-01-20,20 to 29,1
Auckland,2022-01-20,50 to 59,2
Auckland,2022-01-20,60 to 69,1
Auckland,2022-01-21,20 to 29,2
Auckland,2022-01-22,10 to 19,1
Auckland,2022-01-22,20 to 29,2
Auckland,2022-01-22,40 to 49,2
Auckland,2022-01-22,50 to 59,1
Auckland,2022-01-22,60 to 69,1
Auckland,2022-01-23,30 to 39,2
Auckland,2022-01-23,60 to 69,1
Auckland,2022-01-24,10 to 19,1
Auckland,2022-01-24,20 to 29,3
Auckland,2022-01-24,30 to 39,1
Auckland,2022-01-24,40 to 49,1
Auckland,2022-01-25,10 to 19,3
Auckland,2022-01-25,40 to 49,1
Auckland,2022-01-25,50 to 59,1
Auckland,2022-01-26,30 to 39,2
Auckland,2022-01-27,0 to 9,1
Auckland,2022-01-27,10 to 19,5
Auckland,2022-01-27,20 to 29,1
Auckland,2022-01-27,30 to 39,1
Auckland,2022-01-27,50 to 59,2
Auckland,2022-01-27,70 to 79,1
Auckland,2022-01-28,10 to 19,2
Auckland,2022-01-28,20 to 29,1
Auckland,2022-01-28,30 to 39,2
Auckland,2022-01-28,40 to 49,1
Auckland,2022-01-28,50 to 59,1
Auckland,2022-01-28,60 to 69,2
Auckland,2022-01-28,70 to 79,1
Auckland,2022-01-29,0 to 9,4
Auckland,2022-01-29,10 to 19,6
Auckland,2022-01-29,20 to 29,4
Auckland,2022-01-29,30 to 39,3
Auckland,2022-01-29,40 to 49,4
Auckland,2022-01-29,50 to 59,3
Auckland,2022-01-29,80 to 89,1
Auckland,2022-01-30,0 to 9,1
Auckland,2022-01-30,10 to 19,4
Auckland,2022-01-30,30 to 39,4
Auckland,2022-01-30,40 to 49,1
Auckland,2022-01-30,50 to 59,1
Auckland,2022-01-30,60 to 69,1
Auckland,2022-01-31,0 to 9,3
Auckland,2022-01-31,10 to 19,9
Auckland,2022-01-31,20 to 29,2
Auckland,2022-01-31,30 to 39,1
Auckland,2022-01-31,40 to 49,1
Auckland,2022-01-31,60 to 69,1
Auckland,2022-02-01,0 to 9,5
Auckland,2022-02-01,10 to 19,6
Auckland,2022-02-01,20 to 29,6
Auckland,2022-02-01,30 to 39,4
Auckland,2022-02-01,40 to 49,4
Auckland,2022-02-02,10 to 19,4
Auckland,2022-02-02,20 to 29,4
Auckland,2022-02-02,30 to 39,5
Auckland,2022-02-02,40 to 49,3
Auckland,2022-02-02,50 to 59,3
Auckland,2022-02-02,60 to 69,1
Auckland,2022-02-03,0 to 9,1
Auckland,2022-02-03,10 to 19,5
Auckland,2022-02-03,20 to 29,11
Auckland,2022-02-03,30 to 39,8
Auckland,2022-02-03,40 to 49,2
Auckland,2022-02-03,50 to 59,3
Auckland,2022-02-03,60 to 69,2
Auckland,2022-02-04,0 to 9,4
Auckland,2022-02-04,10 to 19,6
Auckland,2022-02-04,20 to 29,8
Auckland,2022-02-04,30 to 39,5
Auckland,2022-02-04,40 to 49,2
Auckland,2022-02-04,50 to 59,1
Auckland,2022-02-05,0 to 9,4
Auckland,2022-02-05,10 to 19,2
Auckland,2022-02-05,20 to 29,3
Auckland,2022-02-05,30 to 39,6
Auckland,2022-02-05,40 to 49,4
Auckland,2022-02-05,50 to 59,1
Auckland,2022-02-05,70 to 79,1
Auckland,2022-02-06,10 to 19,5
Auckland,2022-02-06,20 to 29,6
Auckland,2022-02-06,30 to 39,6
Auckland,2022-02-06,40 to 49,3
Auckland,2022-02-06,50 to 59,2
Auckland,2022-02-06,70 to 79,1
Auckland,2022-02-07,0 to 9,5
Auckland,2022-02-07,10 to 19,3
Auckland,2022-02-07,20 to 29,3
Auckland,2022-02-07,30 to 39,6
Auckland,2022-02-07,40 to 49,2
Auckland,2022-02-07,50 to 59,1
Auckland,2022-02-07,60 to 69,1
Auckland,2022-02-07,70 to 79,3
Auckland,2022-02-08,0 to 9,3
Auckland,2022-02-08,10 to 19,5
Auckland,2022-02-08,20 to 29,6
Auckland,2022-02-08,30 to 39,2
Auckland,2022-02-08,40 to 49,4
Auckland,2022-02-08,50 to 59,3
Auckland,2022-02-08,60 to 69,3
Auckland,2022-02-09,0 to 9,13
Auckland,2022-02-09,10 to 19,11
Auckland,2022-02-09,20 to 29,14
Auckland,2022-02-09,30 to 39,14
Auckland,2022-02-09,40 to 49,9
Auckland,2022-02-09,50 to 59,9
Auckland,2022-02-09,60 to 69,3
Auckland,2022-02-09,70 to 79,1
Auckland,2022-02-09,80 to 89,1
Auckland,2022-02-10,0 to 9,11
Auckland,2022-02-10,10 to 19,5
Auckland,2022-02-10,20 to 29,14
Auckland,2022-02-10,30 to 39,14
Auckland,2022-02-10,40 to 49,6
Auckland,2022-02-10,50 to 59,8
Auckland,2022-02-10,60 to 69,4
Auckland,2022-02-10,70 to 79,1
Auckland,2022-02-10,80 to 89,1
Auckland,2022-02-10,90+,1
Auckland,2022-02-11,0 to 9,7
Auckland,2022-02-11,10 to 19,13
Auckland,2022-02-11,20 to 29,22
Auckland,2022-02-11,30 to 39,17
Auckland,2022-02-11,40 to 49,12
Auckland,2022-02-11,50 to 59,12
Auckland,2022-02-11,60 to 69,4
Auckland,2022-02-11,70 to 79,3
Auckland,2022-02-11,80 to 89,1
Auckland,2022-02-12,0 to 9,15
Auckland,2022-02-12,10 to 19,22
Auckland,2022-02-12,20 to 29,32
Auckland,2022-02-12,30 to 39,26
Auckland,2022-02-12,40 to 49,25
Auckland,2022-02-12,50 to 59,14
Auckland,2022-02-12,60 to 69,10
Auckland,2022-02-12,70 to 79,5
Auckland,2022-02-12,80 to 89,1
Auckland,2022-02-12,90+,4
Auckland,2022-02-13,0 to 9,10
Auckland,2022-02-13,10 to 19,19
Auckland,2022-02-13,20 to 29,29
Auckland,2022-02-13,30 to 39,28
Auckland,2022-02-13,40 to 49,18
Auckland,2022-02-13,50 to 59,8
Auckland,2022-02-13,60 to 69,7
Auckland,2022-02-13,70 to 79,2
Auckland,2022-02-13,80 to 89,1
Auckland,2022-02-14,0 to 9,9
Auckland,2022-02-14,10 to 19,9
Auckland,2022-02-14,20 to 29,22
Auckland,2022-02-14,30 to 39,15
Auckland,2022-02-14,40 to 49,15
Auckland,2022-02-14,50 to 59,9
Auckland,2022-02-14,60 to 69,10
Auckland,2022-02-14,70 to 79,1
Auckland,2022-02-14,80 to 89,1
Auckland,2022-02-14,90+,1
Auckland,2022-02-15,0 to 9,25
Auckland,2022-02-15,10 to 19,36
Auckland,2022-02-15,20 to 29,59
Auckland,2022-02-15,30 to 39,56
Auckland,2022-02-15,40 to 49,21
Auckland,2022-02-15,50 to 59,15
Auckland,2022-02-15,60 to 69,10
Auckland,2022-02-15,70 to 79,7
Auckland,2022-02-15,80 to 89,1
Auckland,2022-02-15,90+,1
Auckland,2022-02-16,0 to 9,19
Auckland,2022-02-16,10 to 19,63
Auckland,2022-02-16,20 to 29,91
Auckland,2022-02-16,30 to 39,57
Auckland,2022-02-16,40 to 49,35
Auckland,2022-02-16,50 to 59,27
Auckland,2022-02-16,60 to 69,16
Auckland,2022-02-16,70 to 79,1
Auckland,2022-02-17,0 to 9,24
Auckland,2022-02-17,10 to 19,69
Auckland,2022-02-17,20 to 29,114
Auckland,2022-02-17,30 to 39,44
Auckland,2022-02-17,40 to 49,47
Auckland,2022-02-17,50 to 59,25
Auckland,2022-02-17,60 to 69,15
Auckland,2022-02-17,70 to 79,5
Auckland,2022-02-18,0 to 9,36
Auckland,2022-02-18,10 to 19,95
Auckland,2022-02-18,20 to 29,151
Auckland,2022-02-18,30 to 39,76
Auckland,2022-02-18,40 to 49,61
Auckland,2022-02-18,50 to 59,36
Auckland,2022-02-18,60 to 69,13
Auckland,2022-02-18,70 to 79,13
Auckland,2022-02-18,80 to 89,1
Auckland,2022-02-18,90+,1
Auckland,2022-02-19,0 to 9,76
Auckland,2022-02-19,10 to 19,171
Auckland,2022-02-19,20 to 29,234
Auckland,2022-02-19,30 to 39,156
Auckland,2022-02-19,40 to 49,82
Auckland,2022-02-19,50 to 59,64
Auckland,2022-02-19,60 to 69,28
Auckland,2022-02-19,70 to 79,10
Auckland,2022-02-19,80 to 89,5
Auckland,2022-02-19,90+,1
Auckland,2022-02-20,0 to 9,69
Auckland,2022-02-20,10 to 19,160
Auckland,2022-02-20,20 to 29,220
Auckland,2022-02-20,30 to 39,142
Auckland,2022-02-20,40 to 49,83
Auckland,2022-02-20,50 to 59,48
Auckland,2022-02-20,60 to 69,26
Auckland,2022-02-20,70 to 79,9
Auckland,2022-02-20,80 to 89,5
Auckland,2022-02-20,90+,1
Auckland,2022-02-21,0 to 9,124
Auckland,2022-02-21,10 to 19,280
Auckland,2022-02-21,20 to 29,377
Auckland,2022-02-21,30 to 39,274
Auckland,2022-02-21,40 to 49,152
Auckland,2022-02-21,50 to 59,118
Auckland,2022-02-21,60 to 69,49
Auckland,2022-02-21,70 to 79,14
Auckland,2022-02-21,80 to 89,5
Auckland,2022-02-21,90+,1
Auckland,2022-02-22,0 to 9,135
Auckland,2022-02-22,10 to 19,300
Auckland,2022-02-22,20 to 29,429
Auckland,2022-02-22,30 to 39,259
Auckland,2022-02-22,40 to 49,135
Auckland,2022-02-22,50 to 59,94
Auckland,2022-02-22,60 to 69,56
Auckland,2022-02-22,70 to 79,13
Auckland,2022-02-22,80 to 89,9
Auckland,2022-02-22,90+,3
Auckland,2022-02-23,0 to 9,53
Auckland,2022-02-23,10 to 19,193
Auckland,2022-02-23,20 to 29,457
Auckland,2022-02-23,30 to 39,272
Auckland,2022-02-23,40 to 49,123
Auckland,2022-02-23,50 to 59,61
Auckland,2022-02-23,60 to 69,28
Auckland,2022-02-23,70 to 79,11
Auckland,2022-02-23,80 to 89,2
Auckland,2022-02-23,90+,1
Auckland,2022-02-24,0 to 9,207
Auckland,2022-02-24,10 to 19,525
Auckland,2022-02-24,20 to 29,804
Auckland,2022-02-24,30 to 39,554
Auckland,2022-02-24,40 to 49,313
Auckland,2022-02-24,50 to 59,190
Auckland,2022-02-24,60 to 69,81
Auckland,2022-02-24,70 to 79,16
Auckland,2022-02-24,80 to 89,14
Auckland,2022-02-24,90+,3
Auckland,2022-02-25,0 to 9,281
Auckland,2022-02-25,10 to 19,561
Auckland,2022-02-25,20 to 29,802
Auckland,2022-02-25,30 to 39,583
Auckland,2022-02-25,40 to 49,347
Auckland,2022-02-25,50 to 59,226
Auckland,2022-02-25,60 to 69,93
Auckland,2022-02-25,70 to 79,35
Auckland,2022-02-25,80 to 89,9
Auckland,2022-02-25,90+,1
Auckland,2022-02-26,0 to 9,157
Auckland,2022-02-26,10 to 19,383
Auckland,2022-02-26,20 to 29,487
Auckland,2022-02-26,30 to 39,357
Auckland,2022-02-26,40 to 49,233
Auckland,2022-02-26,50 to 59,130
Auckland,2022-02-26,60 to 69,62
Auckland,2022-02-26,70 to 79,32
Auckland,2022-02-26,80 to 89,9
Auckland,2022-02-26,90+,2
Auckland,2022-02-27,0 to 9,139
Auckland,2022-02-27,10 to 19,355
Auckland,2022-02-27,20 to 29,504
Auckland,2022-02-27,30 to 39,394
Auckland,2022-02-27,40 to 49,205
Auckland,2022-02-27,50 to 59,135
Auckland,2022-02-27,60 to 69,63
Auckland,2022-02-27,70 to 79,20
Auckland,2022-02-27,80 to 89,8
Auckland,2022-02-27,90+,3
Auckland,2022-02-28,0 to 9,307
Auckland,2022-02-28,10 to 19,552
Auckland,2022-02-28,20 to 29,872
Auckland,2022-02-28,30 to 39,633
Auckland,2022-02-28,40 to 49,377
Auckland,2022-02-28,50 to 59,309
Auckland,2022-02-28,60 to 69,139
Auckland,2022-02-28,70 to 79,42
Auckland,2022-02-28,80 to 89,15
Auckland,2022-03-01,0 to 9,294
Auckland,2022-03-01,10 to 19,537
Auckland,2022-03-01,20 to 29,888
Auckland,2022-03-01,30 to 39,657
Auckland,2022-03-01,40 to 49,402
Auckland,2022-03-01,50 to 59,254
Auckland,2022-03-01,60 to 69,157
Auckland,2022-03-01,70 to 79,51
Auckland,2022-03-01,80 to 89,28
Auckland,2022-03-01,90+,4
Auckland,2022-03-02,0 to 9,233
Auckland,2022-03-02,10 to 19,478
Auckland,2022-03-02,20 to 29,876
Auckland,2022-03-02,30 to 39,661
Auckland,2022-03-02,40 to 49,416
Auckland,2022-03-02,50 to 59,272
Auckland,2022-03-02,60 to 69,119
Auckland,2022-03-02,70 to 79,42
Auckland,2022-03-02,80 to 89,16
Auckland,2022-03-02,90+,6
Auckland,2022-03-03,0 to 9,272
Auckland,2022-03-03,10 to 19,474
Auckland,2022-03-03,20 to 29,813
Auckland,2022-03-03,30 to 39,634
Auckland,2022-03-03,40 to 49,457
Auckland,2022-03-03,50 to 59,259
Auckland,2022-03-03,60 to 69,136
Auckland,2022-03-03,70 to 79,55
Auckland,2022-03-03,80 to 89,17
Auckland,2022-03-03,90+,3
Auckland,2022-03-04,0 to 9,206
Auckland,2022-03-04,10 to 19,435
Auckland,2022-03-04,20 to 29,628
Auckland,2022-03-04,30 to 39,573
Auckland,2022-03-04,40 to 49,371
Auckland,2022-03-04,50 to 59,263
Auckland,2022-03-04,60 to 69,128
Auckland,2022-03-04,70 to 79,57
Auckland,2022-03-04,80 to 89,30
Auckland,2022-03-04,90+,2
Auckland,2022-03-05,0 to 9,210
Auckland,2022-03-05,10 to 19,297
Auckland,2022-03-05,20 to 29,456
Auckland,2022-03-05,30 to 39,421
Auckland,2022-03-05,40 to 49,297
Auckland,2022-03-05,50 to 59,177
Auckland,2022-03-05,60 to 69,87
Auckland,2022-03-05,70 to 79,31
Auckland,2022-03-05,80 to 89,14
Auckland,2022-03-05,90+,3
Auckland,2022-03-06,0 to 9,186
Auckland,2022-03-06,10 to 19,305
Auckland,2022-03-06,20 to 29,425
Auckland,2022-03-06,30 to 39,464
Auckland,2022-03-06,40 to 49,310
Auckland,2022-03-06,50 to 59,168
Auckland,2022-03-06,60 to 69,80
Auckland,2022-03-06,70 to 79,41
Auckland,2022-03-06,80 to 89,9
Auckland,2022-03-06,90+,2
Auckland,2022-03-07,0 to 9,248
Auckland,2022-03-07,10 to 19,397
Auckland,2022-03-07,20 to 29,622
Auckland,2022-03-07,30 to 39,609
Auckland,2022-03-07,40 to 49,408
Auckland,2022-03-07,50 to 59,283
Auckland,2022-03-07,60 to 69,154
Auckland,2022-03-07,70 to 79,58
Auckland,2022-03-07,80 to 89,31
Auckland,2022-03-07,90+,3
Auckland,2022-03-08,0 to 9,220
Auckland,2022-03-08,10 to 19,333
Auckland,2022-03-08,20 to 29,564
Auckland,2022-03-08,30 to 39,493
Auckland,2022-03-08,40 to 49,352
Auckland,2022-03-08,50 to 59,229
Auckland,2022-03-08,60 to 69,118
Auckland,2022-03-08,70 to 79,47
Auckland,2022-03-08,80 to 89,12
Auckland,2022-03-08,90+,5
Auckland,2022-03-09,0 to 9,162
Auckland,2022-03-09,10 to 19,308
Auckland,2022-03-09,20 to 29,501
Auckland,2022-03-09,30 to 39,399
Auckland,2022-03-09,40 to 49,315
Auckland,2022-03-09,50 to 59,200
Auckland,2022-03-09,60 to 69,84
Auckland,2022-03-09,70 to 79,31
Auckland,2022-03-09,80 to 89,7
Auckland,2022-03-09,90+,3
Auckland,2022-03-10,0 to 9,216
Auckland,2022-03-10,10 to 19,239
Auckland,2022-03-10,20 to 29,457
Auckland,2022-03-10,30 to 39,415
Auckland,2022-03-10,40 to 49,327
Auckland,2022-03-10,50 to 59,180
Auckland,2022-03-10,60 to 69,104
Auckland,2022-03-10,70 to 79,44
Auckland,2022-03-10,80 to 89,23
Auckland,2022-03-10,90+,2
Auckland,2022-03-11,0 to 9,196
Auckland,2022-03-11,10 to 19,210
Auckland,2022-03-11,20 to 29,341
Auckland,2022-03-11,30 to 39,328
Auckland,2022-03-11,40 to 49,268
Auckland,2022-03-11,50 to 59,168
Auckland,2022-03-11,60 to 69,101
Auckland,2022-03-11,70 to 79,41
Auckland,2022-03-11,80 to 89,18
Auckland,2022-03-11,90+,4
Auckland,2022-03-12,0 to 9,157
Auckland,2022-03-12,10 to 19,152
Auckland,2022-03-12,20 to 29,252
Auckland,2022-03-12,30 to 39,252
Auckland,2022-03-12,40 to 49,201
Auckland,2022-03-12,50 to 59,109
Auckland,2022-03-12,60 to 69,74
Auckland,2022-03-12,70 to 79,37
Auckland,2022-03-12,80 to 89,14
Auckland,2022-03-12,90+,5
Auckland,2022-03-13,0 to 9,146
Auckland,2022-03-13,10 to 19,193
Auckland,2022-03-13,20 to 29,264
Auckland,2022-03-13,30 to 39,271
Auckland,2022-03-13,40 to 49,189
Auckland,2022-03-13,50 to 59,129
Auckland,2022-03-13,60 to 69,83
Auckland,2022-03-13,70 to 79,30
Auckland,2022-03-13,80 to 89,5
Auckland,2022-03-13,90+,2
Auckland,2022-03-14,0 to 9,191
Auckland,2022-03-14,10 to 19,219
Auckland,2022-03-14,20 to 29,340
Auckland,2022-03-14,30 to 39,338
Auckland,2022-03-14,40 to 49,274
Auckland,2022-03-14,50 to 59,152
Auckland,2022-03-14,60 to 69,85
Auckland,2022-03-14,70 to 79,41
Auckland,2022-03-14,80 to 89,13
Auckland,2022-03-15,0 to 9,189
Auckland,2022-03-15,10 to 19,181
Auckland,2022-03-15,20 to 29,331
Auckland,2022-03-15,30 to 39,290
Auckland,2022-03-15,40 to 49,236
Auckland,2022-03-15,50 to 59,132
Auckland,2022-03-15,60 to 69,83
Auckland,2022-03-15,70 to 79,30
Auckland,2022-03-15,80 to 89,10
Auckland,2022-03-15,90+,5
Bay of Plenty,2020-03-21,30 to 39,1
Bay of Plenty,2020-03-24,20 to 29,1
Bay of Plenty,2020-03-24,30 to 39,1
Bay of Plenty,2020-03-24,40 to 49,1
Bay of Plenty,2020-03-25,60 to 69,1
Bay of Plenty,2020-03-25,70 to 79,1
Bay of Plenty,2020-03-26,20 to 29,2
Bay of Plenty,2020-03-26,30 to 39,1
Bay of Plenty,2020-03-27,20 to 29,1
Bay of Plenty,2020-03-27,40 to 49,1
Bay of Plenty,2020-03-27,80 to 89,1
Bay of Plenty,2020-03-28,20 to 29,1
Bay of Plenty,2020-03-28,80 to 89,1
Bay of Plenty,2020-03-30,20 to 29,1
Bay of Plenty,2020-03-30,40 to 49,3
Bay of Plenty,2020-03-31,50 to 59,1
Bay of Plenty,2020-03-31,70 to 79,2
Bay of Plenty,2020-04-01,20 to 29,3
Bay of Plenty,2020-04-01,60 to 69,2
Bay of Plenty,2020-04-01,80 to 89,1
Bay of Plenty,2020-04-02,20 to 29,1
Bay of Plenty,2020-04-02,30 to 39,1
Bay of Plenty,2020-04-02,50 to 59,2
Bay of Plenty,2020-04-03,20 to 29,1
Bay of Plenty,2020-04-05,60 to 69,1
Bay of Plenty,2020-04-06,10 to 19,1
Bay of Plenty,2020-04-06,20 to 29,1
Bay of Plenty,2020-04-06,30 to 39,1
Bay of Plenty,2020-04-06,40 to 49,1
Bay of Plenty,2020-04-07,50 to 59,1
Bay of Plenty,2020-04-09,0 to 9,2
Bay of Plenty,2020-04-10,20 to 29,1
Bay of Plenty,2020-04-10,50 to 59,1
Bay of Plenty,2020-04-14,0 to 9,1
Bay of Plenty,2020-04-14,30 to 39,1
Bay of Plenty,2020-04-14,50 to 59,1
Bay of Plenty,2020-04-17,40 to 49,1
Bay of Plenty,2020-04-19,30 to 39,1
Bay of Plenty,2020-04-19,50 to 59,1
Bay of Plenty,2021-11-17,60 to 69,1
