dhb,report_date,age_group,count
Bay of Plenty,2022-02-15,10 to 19,7
Bay of Plenty,2022-02-15,20 to 29,6
Bay of Plenty,2022-02-15,30 to 39,4
Bay of Plenty,2022-02-15,40 to 49,9
Bay of Plenty,2022-02-15,60 to 69,1
Bay of Plenty,2022-02-15,70 to 79,1
Bay of Plenty,2022-02-16,0 to 9,3
Bay of Plenty,2022-02-16,10 to 19,6
Bay of Plenty,2022-02-16,20 to 29,10
Bay of Plenty,2022-02-16,30 to 39,4
Bay of Plenty,2022-02-16,40 to 49,1
Bay of Plenty,2022-02-16,50 to 59,4
Bay of Plenty,2022-02-16,70 to 79,1
Bay of Plenty,2022-02-16,80 to 89,1
Bay of Plenty,2022-02-17,0 to 9,7
Bay of Plenty,2022-02-17,10 to 19,11
Bay of Plenty,2022-02-17,20 to 29,15
Bay of Plenty,2022-02-17,30 to 39,12
Bay of Plenty,2022-02-17,40 to 49,6
Bay of Plenty,2022-02-17,50 to 59,3
Bay of Plenty,2022-02-17,60 to 69,2
Bay of Plenty,2022-02-17,70 to 79,1
Bay of Plenty,2022-02-17,80 to 89,1
Bay of Plenty,2022-02-18,0 to 9,9
Bay of Plenty,2022-02-18,10 to 19,16
Bay of Plenty,2022-02-18,20 to 29,13
Bay of Plenty,2022-02-18,30 to 39,12
Bay of Plenty,2022-02-18,40 to 49,4
Bay of Plenty,2022-02-18,50 to 59,4
Bay of Plenty,2022-02-18,60 to 69,3
Bay of Plenty,2022-02-18,70 to 79,1
Bay of Plenty,2022-02-18,80 to 89,1
Bay of Plenty,2022-02-19,0 to 9,6
Bay of Plenty,2022-02-19,10 to 19,16
Bay of Plenty,2022-02-19,20 to 29,22
Bay of Plenty,2022-02-19,30 to 39,20
Bay of Plenty,2022-02-19,40 to 49,12
Bay of Plenty,2022-02-19,50 to 59,3
Bay of Plenty,2022-02-19,60 to 69,4
Bay of Plenty,2022-02-19,70 to 79,2
Bay of Plenty,2022-02-20,0 to 9,5
Bay of Plenty,2022-02-20,10 to 19,12
Bay of Plenty,2022-02-20,20 to 29,11
Bay of Plenty,2022-02-20,30 to 39,3
Bay of Plenty,2022-02-20,40 to 49,4
Bay of Plenty,2022-02-20,50 to 59,4
Bay of Plenty,2022-02-20,60 to 69,5
Bay of Plenty,2022-02-20,70 to 79,1
Bay of Plenty,2022-02-21,0 to 9,6
Bay of Plenty,2022-02-21,10 to 19,22
Bay of Plenty,2022-02-21,20 to 29,20
Bay of Plenty,2022-02-21,30 to 39,23
Bay of Plenty,2022-02-21,40 to 49,13
Bay of Plenty,2022-02-21,50 to 59,3
Bay of Plenty,2022-02-21,60 to 69,4
Bay of Plenty,2022-02-21,70 to 79,1
Bay of Plenty,2022-02-21,80 to 89,1
Bay of Plenty,2022-02-22,0 to 9,18
Bay of Plenty,2022-02-22,10 to 19,74
Bay of Plenty,2022-02-22,20 to 29,31
Bay of Plenty,2022-02-22,30 to 39,37
Bay of Plenty,2022-02-22,40 to 49,18
Bay of Plenty,2022-02-22,50 to 59,12
Bay of Plenty,2022-02-22,60 to 69,7
Bay of Plenty,2022-02-22,70 to 79,1
Bay of Plenty,2022-02-22,80 to 89,1
Bay of Plenty,2022-02-23,0 to 9,12
Bay of Plenty,2022-02-23,10 to 19,57
Bay of Plenty,2022-02-23,20 to 29,59
Bay of Plenty,2022-02-23,30 to 39,40
Bay of Plenty,2022-02-23,40 to 49,32
Bay of Plenty,2022-02-23,50 to 59,7
Bay of Plenty,2022-02-23,60 to 69,1
Bay of Plenty,2022-02-23,70 to 79,2
Bay of Plenty,2022-02-24,0 to 9,43
Bay of Plenty,2022-02-24,10 to 19,171
Bay of Plenty,2022-02-24,20 to 29,159
Bay of Plenty,2022-02-24,30 to 39,114
Bay of Plenty,2022-02-24,40 to 49,88
Bay of Plenty,2022-02-24,50 to 59,43
Bay of Plenty,2022-02-24,60 to 69,22
Bay of Plenty,2022-02-24,70 to 79,3
Bay of Plenty,2022-02-24,80 to 89,2
Bay of Plenty,2022-02-25,0 to 9,54
Bay of Plenty,2022-02-25,10 to 19,183
Bay of Plenty,2022-02-25,20 to 29,147
Bay of Plenty,2022-02-25,30 to 39,128
Bay of Plenty,2022-02-25,40 to 49,118
Bay of Plenty,2022-02-25,50 to 59,57
Bay of Plenty,2022-02-25,60 to 69,25
Bay of Plenty,2022-02-25,70 to 79,8
Bay of Plenty,2022-02-26,0 to 9,70
Bay of Plenty,2022-02-26,10 to 19,199
Bay of Plenty,2022-02-26,20 to 29,117
Bay of Plenty,2022-02-26,30 to 39,117
Bay of Plenty,2022-02-26,40 to 49,94
Bay of Plenty,2022-02-26,50 to 59,48
Bay of Plenty,2022-02-26,60 to 69,20
Bay of Plenty,2022-02-26,70 to 79,5
Bay of Plenty,2022-02-26,80 to 89,2
Bay of Plenty,2022-02-26,90+,2
Bay of Plenty,2022-02-27,0 to 9,70
Bay of Plenty,2022-02-27,10 to 19,215
Bay of Plenty,2022-02-27,20 to 29,118
Bay of Plenty,2022-02-27,30 to 39,137
Bay of Plenty,2022-02-27,40 to 49,105
Bay of Plenty,2022-02-27,50 to 59,48
Bay of Plenty,2022-02-27,60 to 69,21
Bay of Plenty,2022-02-27,70 to 79,5
Bay of Plenty,2022-02-27,80 to 89,2
Bay of Plenty,2022-02-28,0 to 9,109
Bay of Plenty,2022-02-28,10 to 19,335
Bay of Plenty,2022-02-28,20 to 29,237
Bay of Plenty,2022-02-28,30 to 39,213
Bay of Plenty,2022-02-28,40 to 49,160
Bay of Plenty,2022-02-28,50 to 59,89
Bay of Plenty,2022-02-28,60 to 69,35
Bay of Plenty,2022-02-28,70 to 79,9
Bay of Plenty,2022-02-28,80 to 89,3
Bay of Plenty,2022-03-01,0 to 9,146
Bay of Plenty,2022-03-01,10 to 19,307
Bay of Plenty,2022-03-01,20 to 29,264
Bay of Plenty,2022-03-01,30 to 39,218
Bay of Plenty,2022-03-01,40 to 49,179
Bay of Plenty,2022-03-01,50 to 59,107
Bay of Plenty,2022-03-01,60 to 69,48
Bay of Plenty,2022-03-01,70 to 79,26
Bay of Plenty,2022-03-01,80 to 89,3
Bay of Plenty,2022-03-02,0 to 9,146
Bay of Plenty,2022-03-02,10 to 19,300
Bay of Plenty,2022-03-02,20 to 29,277
Bay of Plenty,2022-03-02,30 to 39,230
Bay of Plenty,2022-03-02,40 to 49,179
Bay of Plenty,2022-03-02,50 to 59,100
Bay of Plenty,2022-03-02,60 to 69,59
Bay of Plenty,2022-03-02,70 to 79,19
Bay of Plenty,2022-03-02,80 to 89,3
Bay of Plenty,2022-03-03,0 to 9,116
Bay of Plenty,2022-03-03,10 to 19,264
Bay of Plenty,2022-03-03,20 to 29,237
Bay of Plenty,2022-03-03,30 to 39,219
Bay of Plenty,2022-03-03,40 to 49,189
Bay of Plenty,2022-03-03,50 to 59,106
Bay of Plenty,2022-03-03,60 to 69,62
Bay of Plenty,2022-03-03,70 to 79,22
Bay of Plenty,2022-03-03,80 to 89,8
Bay of Plenty,2022-03-04,0 to 9,158
Bay of Plenty,2022-03-04,10 to 19,249
Bay of Plenty,2022-03-04,20 to 29,231
Bay of Plenty,2022-03-04,30 to 39,215
Bay of Plenty,2022-03-04,40 to 49,201
Bay of Plenty,2022-03-04,50 to 59,94
Bay of Plenty,2022-03-04,60 to 69,45
Bay of Plenty,2022-03-04,70 to 79,25
Bay of Plenty,2022-03-04,80 to 89,5
Bay of Plenty,2022-03-04,90+,1
Bay of Plenty,2022-03-05,0 to 9,116
Bay of Plenty,2022-03-05,10 to 19,209
Bay of Plenty,2022-03-05,20 to 29,176
Bay of Plenty,2022-03-05,30 to 39,168
Bay of Plenty,2022-03-05,40 to 49,140
Bay of Plenty,2022-03-05,50 to 59,76
Bay of Plenty,2022-03-05,60 to 69,39
Bay of Plenty,2022-03-05,70 to 79,19
Bay of Plenty,2022-03-05,80 to 89,3
Bay of Plenty,2022-03-06,0 to 9,155
Bay of Plenty,2022-03-06,10 to 19,246
Bay of Plenty,2022-03-06,20 to 29,198
Bay of Plenty,2022-03-06,30 to 39,209
Bay of Plenty,2022-03-06,40 to 49,187
Bay of Plenty,2022-03-06,50 to 59,98
Bay of Plenty,2022-03-06,60 to 69,50
Bay of Plenty,2022-03-06,70 to 79,17
Bay of Plenty,2022-03-06,80 to 89,4
Bay of Plenty,2022-03-06,90+,1
Bay of Plenty,2022-03-07,0 to 9,193
Bay of Plenty,2022-03-07,10 to 19,324
Bay of Plenty,2022-03-07,20 to 29,325
Bay of Plenty,2022-03-07,30 to 39,303
Bay of Plenty,2022-03-07,40 to 49,252
Bay of Plenty,2022-03-07,50 to 59,166
Bay of Plenty,2022-03-07,60 to 69,93
Bay of Plenty,2022-03-07,70 to 79,27
Bay of Plenty,2022-03-07,80 to 89,5
Bay of Plenty,2022-03-07,90+,2
Bay of Plenty,2022-03-08,0 to 9,161
Bay of Plenty,2022-03-08,10 to 19,259
Bay of Plenty,2022-03-08,20 to 29,286
Bay of Plenty,2022-03-08,30 to 39,247
Bay of Plenty,2022-03-08,40 to 49,245
Bay of Plenty,2022-03-08,50 to 59,133
Bay of Plenty,2022-03-08,60 to 69,55
Bay of Plenty,2022-03-08,70 to 79,25
Bay of Plenty,2022-03-08,80 to 89,7
Bay of Plenty,2022-03-08,90+,4
Bay of Plenty,2022-03-09,0 to 9,154
Bay of Plenty,2022-03-09,10 to 19,274
Bay of Plenty,2022-03-09,20 to 29,288
Bay of Plenty,2022-03-09,30 to 39,261
Bay of Plenty,2022-03-09,40 to 49,194
Bay of Plenty,2022-03-09,50 to 59,127
Bay of Plenty,2022-03-09,60 to 69,69
Bay of Plenty,2022-03-09,70 to 79,19
Bay of Plenty,2022-03-09,80 to 89,9
Bay of Plenty,2022-03-09,90+,1
Bay of Plenty,2022-03-10,0 to 9,163
Bay of Plenty,2022-03-10,10 to 19,239
Bay of Plenty,2022-03-10,20 to 29,226
Bay of Plenty,2022-03-10,30 to 39,264
Bay of Plenty,2022-03-10,40 to 49,196
Bay of Plenty,2022-03-10,50 to 59,145
Bay of Plenty,2022-03-10,60 to 69,68
Bay of Plenty,2022-03-10,70 to 79,36
Bay of Plenty,2022-03-10,80 to 89,18
Bay of Plenty,2022-03-10,90+,1
Bay of Plenty,2022-03-11,0 to 9,185
Bay of Plenty,2022-03-11,10 to 19,225
Bay of Plenty,2022-03-11,20 to 29,197
Bay of Plenty,2022-03-11,30 to 39,203
Bay of Plenty,2022-03-11,40 to 49,199
Bay of Plenty,2022-03-11,50 to 59,125
Bay of Plenty,2022-03-11,60 to 69,66
Bay of Plenty,2022-03-11,70 to 79,31
Bay of Plenty,2022-03-11,80 to 89,8
Bay of Plenty,2022-03-12,0 to 9,143
Bay of Plenty,2022-03-12,10 to 19,161
Bay of Plenty,2022-03-12,20 to 29,176
Bay of Plenty,2022-03-12,30 to 39,172
Bay of Plenty,2022-03-12,40 to 49,130
Bay of Plenty,2022-03-12,50 to 59,93
Bay of Plenty,2022-03-12,60 to 69,48
Bay of Plenty,2022-03-12,70 to 79,22
Bay of Plenty,2022-03-12,80 to 89,10
Bay of Plenty,2022-03-12,90+,1
Bay of Plenty,2022-03-13,0 to 9,140
Bay of Plenty,2022-03-13,10 to 19,155
Bay of Plenty,2022-03-13,20 to 29,160
Bay of Plenty,2022-03-13,30 to 39,209
Bay of Plenty,2022-03-13,40 to 49,172
Bay of Plenty,2022-03-13,50 to 59,90
Bay of Plenty,2022-03-13,60 to 69,64
Bay of Plenty,2022-03-13,70 to 79,27
Bay of Plenty,2022-03-13,80 to 89,5
Bay of Plenty,2022-03-13,90+,1
Bay of Plenty,2022-03-14,0 to 9,195
Bay of Plenty,2022-03-14,10 to 19,218
Bay of Plenty,2022-03-14,20 to 29,242
Bay of Plenty,2022-03-14,30 to 39,270
Bay of Plenty,2022-03-14,40 to 49,228
Bay of Plenty,2022-03-14,50 to 59,143
Bay of Plenty,2022-03-14,60 to 69,88
Bay of Plenty,2022-03-14,70 to 79,35
Bay of Plenty,2022-03-14,80 to 89,6
Bay of Plenty,2022-03-14,90+,1
Bay of Plenty,2022-03-15,0 to 9,221
Bay of Plenty,2022-03-15,10 to 19,227
Bay of Plenty,2022-03-15,20 to 29,209
Bay of Plenty,2022-03-15,30 to 39,227
Bay of Plenty,2022-03-15,40 to 49,204
Bay of Plenty,2022-03-15,50 to 59,117
Bay of Plenty,2022-03-15,60 to 69,86
Bay of Plenty,2022-03-15,70 to 79,39
Bay of Plenty,2022-03-15,80 to 89,9
Bay of Plenty,2022-03-15,90+,2
Canterbury,2020-03-17,40 to 49,1
Canterbury,2020-03-18,50 to 59,1
Canterbury,2020-03-20,20 to 29,1
Canterbury,2020-03-20,50 to 59,1
Canterbury,2020-03-21,20 to 29,1
Canterbury,2020-03-21,60 to 69,2
Canterbury,2020-03-22,10 to 19,1
Canterbury,2020-03-22,20 to 29,2
Canterbury,2020-03-23,20 to 29,2
Canterbury,2020-03-23,40 to 49,1
Canterbury,2020-03-23,50 to 59,3
Canterbury,2020-03-24,20 to 29,4
Canterbury,2020-03-24,50 to 59,3
Canterbury,2020-03-25,10 to 19,1
Canterbury,2020-03-25,20 to 29,2
Canterbury,2020-03-25,40 to 49,2
Canterbury,2020-03-26,0 to 9,1
Canterbury,2020-03-26,20 to 29,4
Canterbury,2020-03-26,30 to 39,4
Canterbury,2020-03-26,40 to 49,1
Canterbury,2020-03-26,50 to 59,2
Canterbury,2020-03-26,60 to 69,2
Canterbury,2020-03-27,10 to 19,1
Canterbury,2020-03-27,30 to 39,2
Canterbury,2020-03-27,40 to 49,1
Canterbury,2020-03-28,20 to 29,4
Canterbury,2020-03-28,30 to 39,1
Canterbury,2020-03-28,40 to 49,3
Canterbury,2020-03-28,50 to 59,1
Canterbury,2020-03-29,20 to 29,1
Canterbury,2020-03-29,50 to 59,1
Canterbury,2020-03-30,30 to 39,1
Canterbury,2020-03-31,30 to 39,1
Canterbury,2020-03-31,40 to 49,1
Canterbury,2020-03-31,80 to 89,1
Canterbury,2020-04-01,30 to 39,1
Canterbury,2020-04-01,50 to 59,1
Canterbury,2020-04-02,10 to 19,1
Canterbury,2020-04-02,30 to 39,2
Canterbury,2020-04-02,40 to 49,3
Canterbury,2020-04-02,50 to 59,1
Canterbury,2020-04-02,60 to 69,1
Canterbury,2020-04-02,80 to 89,1
Canterbury,2020-04-03,30 to 39,1
Canterbury,2020-04-03,40 to 49,1
Canterbury,2020-04-03,50 to 59,2
Canterbury,2020-04-03,60 to 69,2
Canterbury,2020-04-03,70 to 79,4
Canterbury,2020-04-03,80 to 89,1
Canterbury,2020-04-04,30 to 39,2
Canterbury,2020-04-04,40 to 49,2
Canterbury,2020-04-04,50 to 59,1
Canterbury,2020-04-04,60 to 69,1
Canterbury,2020-04-04,70 to 79,2
Canterbury,2020-04-04,80 to 89,7
Canterbury,2020-04-04,90+,2
Canterbury,2020-04-05,20 to 29,2
Canterbury,2020-04-05,30 to 39,2
Canterbury,2020-04-06,20 to 29,3
Canterbury,2020-04-06,30 to 39,2
Canterbury,2020-04-06,50 to 59,2
Canterbury,2020-04-06,60 to 69,3
Canterbury,2020-04-06,70 to 79,1
Canterbury,2020-04-07,30 to 39,3
Canterbury,2020-04-07,50 to 59,1
Canterbury,2020-04-08,0 to 9,1
Canterbury,2020-04-08,20 to 29,1
Canterbury,2020-04-08,30 to 39,3
Canterbury,2020-04-08,60 to 69,1
Canterbury,2020-04-09,10 to 19,2
Canterbury,2020-04-09,20 to 29,3
Canterbury,2020-04-09,30 to 39,2
Canterbury,2020-04-09,40 to 49,2
Canterbury,2020-04-09,50 to 59,1
Canterbury,2020-04-10,30 to 39,1
Canterbury,2020-04-10,50 to 59,1
Canterbury,2020-04-11,40 to 49,1
Canterbury,2020-04-12,10 to 19,2
Canterbury,2020-04-12,40 to 49,1
Canterbury,2020-04-13,60 to 69,1
Canterbury,2020-04-14,20 to 29,1
Canterbury,2020-04-15,20 to 29,2
Canterbury,2020-04-16,10 to 19,1
Canterbury,2020-04-16,50 to 59,1
Canterbury,2020-04-16,80 to 89,1
Canterbury,2020-04-18,60 to 69,1
Canterbury,2020-04-18,90+,1
Canterbury,2020-04-19,10 to 19,1
Canterbury,2020-04-19,20 to 29,2
Canterbury,2020-04-20,60 to 69,1
Canterbury,2020-04-21,60 to 69,1
Canterbury,2020-04-21,70 to 79,1
Canterbury,2020-04-22,20 to 29,1
Canterbury,2020-04-22,80 to 89,1
Canterbury,2020-04-23,20 to 29,1
Canterbury,2020-04-23,40 to 49,1
Canterbury,2020-04-24,20 to 29,1
Canterbury,2020-04-24,60 to 69,1
Canterbury,2020-05-01,20 to 29,1
Canterbury,2020-05-01,30 to 39,1
Canterbury,2020-05-15,0 to 9,1
Canterbury,2020-10-02,30 to 39,1
Canterbury,2020-11-02,50 to 59,1
Canterbury,2020-11-03,20 to 29,1
Canterbury,2021-10-27,40 to 49,1
Canterbury,2021-10-27,50 to 59,1
Canterbury,2021-10-29,40 to 49,1
Canterbury,2021-10-29,50 to 59,1
Canterbury,2021-11-16,30 to 39,1
Canterbury,2021-11-17,0 to 9,1
Canterbury,2021-11-19,30 to 39,1
Canterbury,2021-11-21,20 to 29,1
Canterbury,2021-11-26,10 to 19,1
Canterbury,2021-12-04,10 to 19,1
Canterbury,2021-12-05,0 to 9,1
Canterbury,2021-12-05,20 to 29,1
Canterbury,2021-12-08,30 to 39,1
Canterbury,2021-12-09,20 to 29,1
Canterbury,2021-12-10,20 to 29,2
Canterbury,2021-12-10,70 to 79,1
Canterbury,2021-12-11,0 to 9,2
Canterbury,2021-12-13,50 to 59,1
Canterbury,2021-12-23,50 to 59,2
Canterbury,2021-12-27,50 to 59,1
Canterbury,2021-12-29,20 to 29,1
Canterbury,2022-01-11,20 to 29,1
Canterbury,2022-01-11,50 to 59,2
Canterbury,2022-01-12,30 to 39,1
Canterbury,2022-01-13,10 to 19,1
Canterbury,2022-01-13,30 to 39,1
Canterbury,2022-01-18,20 to 29,1
Canterbury,2022-01-26,20 to 29,1
Canterbury,2022-01-27,20 to 29,2
Canterbury,2022-01-27,50 to 59,1
Canterbury,2022-01-27,60 to 69,1
Canterbury,2022-01-29,20 to 29,1
Canterbury,2022-01-30,20 to 29,1
Canterbury,2022-01-31,0 to 9,1
Canterbury,2022-01-31,20 to 29,1
Canterbury,2022-02-05,10 to 19,1
Canterbury,2022-02-05,20 to 29,2
Canterbury,2022-02-07,20 to 29,1
Canterbury,2022-02-08,20 to 29,2
Canterbury,2022-02-12,30 to 39,1
Canterbury,2022-02-12,50 to 59,1
Canterbury,2022-02-13,30 to 39,1
Canterbury,2022-02-13,50 to 59,1
Canterbury,2022-02-14,20 to 29,2
Canterbury,2022-02-14,50 to 59,1
Canterbury,2022-02-15,20 to 29,2
Canterbury,2022-02-15,30 to 39,2
Canterbury,2022-02-15,40 to 49,2
Canterbury,2022-02-15,50 to 59,2
Canterbury,2022-02-16,0 to 9,1
Canterbury,2022-02-16,10 to 19,1
Canterbury,2022-02-16,20 to 29,2
Canterbury,2022-02-16,30 to 39,3
Canterbury,2022-02-16,40 to 49,1
Canterbury,2022-02-16,50 to 59,1
Canterbury,2022-02-17,0 to 9,2
Canterbury,2022-02-17,10 to 19,3
Canterbury,2022-02-17,20 to 29,9
Canterbury,2022-02-17,30 to 39,5
Canterbury,2022-02-17,40 to 49,4
Canterbury,2022-02-17,50 to 59,4
Canterbury,2022-02-17,70 to 79,1
Canterbury,2022-02-18,0 to 9,2
Canterbury,2022-02-18,10 to 19,1
Canterbury,2022-02-18,20 to 29,22
Canterbury,2022-02-18,30 to 39,4
Canterbury,2022-02-18,40 to 49,3
Canterbury,2022-02-18,50 to 59,5
Canterbury,2022-02-18,70 to 79,2
Canterbury,2022-02-19,0 to 9,3
Canterbury,2022-02-19,10 to 19,28
Canterbury,2022-02-19,20 to 29,14
Canterbury,2022-02-19,30 to 39,8
Canterbury,2022-02-19,40 to 49,5
Canterbury,2022-02-19,50 to 59,9
Canterbury,2022-02-19,60 to 69,1
Canterbury,2022-02-20,0 to 9,2
Canterbury,2022-02-20,10 to 19,54
Canterbury,2022-02-20,20 to 29,21
Canterbury,2022-02-20,30 to 39,11
Canterbury,2022-02-20,40 to 49,9
Canterbury,2022-02-20,50 to 59,8
Canterbury,2022-02-20,60 to 69,3
Canterbury,2022-02-21,0 to 9,7
Canterbury,2022-02-21,10 to 19,68
Canterbury,2022-02-21,20 to 29,22
Canterbury,2022-02-21,30 to 39,15
Canterbury,2022-02-21,40 to 49,11
Canterbury,2022-02-21,50 to 59,6
Canterbury,2022-02-21,60 to 69,2
Canterbury,2022-02-22,0 to 9,9
Canterbury,2022-02-22,10 to 19,348
Canterbury,2022-02-22,20 to 29,131
Canterbury,2022-02-22,30 to 39,31
Canterbury,2022-02-22,40 to 49,24
Canterbury,2022-02-22,50 to 59,18
Canterbury,2022-02-22,60 to 69,5
Canterbury,2022-02-23,0 to 9,12
Canterbury,2022-02-23,10 to 19,233
Canterbury,2022-02-23,20 to 29,121
Canterbury,2022-02-23,30 to 39,44
Canterbury,2022-02-23,40 to 49,29
Canterbury,2022-02-23,50 to 59,19
Canterbury,2022-02-23,60 to 69,8
Canterbury,2022-02-23,70 to 79,2
Canterbury,2022-02-23,80 to 89,1
Canterbury,2022-02-24,0 to 9,17
Canterbury,2022-02-24,10 to 19,246
Canterbury,2022-02-24,20 to 29,155
Canterbury,2022-02-24,30 to 39,60
Canterbury,2022-02-24,40 to 49,40
Canterbury,2022-02-24,50 to 59,17
Canterbury,2022-02-24,60 to 69,10
Canterbury,2022-02-24,70 to 79,6
Canterbury,2022-02-25,0 to 9,22
Canterbury,2022-02-25,10 to 19,186
Canterbury,2022-02-25,20 to 29,140
Canterbury,2022-02-25,30 to 39,66
Canterbury,2022-02-25,40 to 49,42
Canterbury,2022-02-25,50 to 59,22
Canterbury,2022-02-25,60 to 69,10
Canterbury,2022-02-25,70 to 79,7
Canterbury,2022-02-25,80 to 89,1
Canterbury,2022-02-26,0 to 9,14
Canterbury,2022-02-26,10 to 19,131
Canterbury,2022-02-26,20 to 29,112
Canterbury,2022-02-26,30 to 39,38
Canterbury,2022-02-26,40 to 49,23
Canterbury,2022-02-26,50 to 59,29
Canterbury,2022-02-26,60 to 69,5
Canterbury,2022-02-26,70 to 79,1
Canterbury,2022-02-27,0 to 9,13
Canterbury,2022-02-27,10 to 19,162
Canterbury,2022-02-27,20 to 29,130
Canterbury,2022-02-27,30 to 39,57
Canterbury,2022-02-27,40 to 49,47
Canterbury,2022-02-27,50 to 59,23
Canterbury,2022-02-27,60 to 69,6
Canterbury,2022-02-27,70 to 79,2
Canterbury,2022-02-28,0 to 9,49
Canterbury,2022-02-28,10 to 19,253
Canterbury,2022-02-28,20 to 29,244
Canterbury,2022-02-28,30 to 39,88
Canterbury,2022-02-28,40 to 49,69
Canterbury,2022-02-28,50 to 59,64
Canterbury,2022-02-28,60 to 69,23
Canterbury,2022-02-28,70 to 79,5
Canterbury,2022-02-28,80 to 89,4
Canterbury,2022-03-01,0 to 9,60
Canterbury,2022-03-01,10 to 19,260
Canterbury,2022-03-01,20 to 29,350
Canterbury,2022-03-01,30 to 39,135
Canterbury,2022-03-01,40 to 49,89
Canterbury,2022-03-01,50 to 59,64
Canterbury,2022-03-01,60 to 69,26
Canterbury,2022-03-01,70 to 79,14
Canterbury,2022-03-01,80 to 89,4
Canterbury,2022-03-02,0 to 9,64
Canterbury,2022-03-02,10 to 19,289
Canterbury,2022-03-02,20 to 29,432
Canterbury,2022-03-02,30 to 39,191
Canterbury,2022-03-02,40 to 49,126
Canterbury,2022-03-02,50 to 59,82
Canterbury,2022-03-02,60 to 69,31
Canterbury,2022-03-02,70 to 79,12
Canterbury,2022-03-02,80 to 89,3
Canterbury,2022-03-03,0 to 9,69
Canterbury,2022-03-03,10 to 19,240
Canterbury,2022-03-03,20 to 29,388
Canterbury,2022-03-03,30 to 39,170
Canterbury,2022-03-03,40 to 49,114
Canterbury,2022-03-03,50 to 59,93
Canterbury,2022-03-03,60 to 69,34
Canterbury,2022-03-03,70 to 79,19
Canterbury,2022-03-03,80 to 89,3
Canterbury,2022-03-03,90+,1
Canterbury,2022-03-04,0 to 9,74
Canterbury,2022-03-04,10 to 19,264
Canterbury,2022-03-04,20 to 29,332
Canterbury,2022-03-04,30 to 39,192
Canterbury,2022-03-04,40 to 49,138
Canterbury,2022-03-04,50 to 59,111
Canterbury,2022-03-04,60 to 69,31
Canterbury,2022-03-04,70 to 79,14
Canterbury,2022-03-04,80 to 89,7
Canterbury,2022-03-05,0 to 9,91
Canterbury,2022-03-05,10 to 19,232
Canterbury,2022-03-05,20 to 29,293
Canterbury,2022-03-05,30 to 39,149
Canterbury,2022-03-05,40 to 49,123
Canterbury,2022-03-05,50 to 59,79
Canterbury,2022-03-05,60 to 69,37
Canterbury,2022-03-05,70 to 79,9
Canterbury,2022-03-05,80 to 89,4
Canterbury,2022-03-06,0 to 9,99
Canterbury,2022-03-06,10 to 19,323
Canterbury,2022-03-06,20 to 29,324
Canterbury,2022-03-06,30 to 39,188
Canterbury,2022-03-06,40 to 49,160
Canterbury,2022-03-06,50 to 59,143
Canterbury,2022-03-06,60 to 69,50
Canterbury,2022-03-06,70 to 79,17
Canterbury,2022-03-06,80 to 89,1
Canterbury,2022-03-06,90+,1
Canterbury,2022-03-07,0 to 9,156
Canterbury,2022-03-07,10 to 19,453
Canterbury,2022-03-07,20 to 29,454
Canterbury,2022-03-07,30 to 39,329
Canterbury,2022-03-07,40 to 49,261
Canterbury,2022-03-07,50 to 59,182
Canterbury,2022-03-07,60 to 69,65
Canterbury,2022-03-07,70 to 79,17
Canterbury,2022-03-07,80 to 89,7
Canterbury,2022-03-08,0 to 9,154
Canterbury,2022-03-08,10 to 19,451
Canterbury,2022-03-08,20 to 29,518
Canterbury,2022-03-08,30 to 39,330
Canterbury,2022-03-08,40 to 49,248
Canterbury,2022-03-08,50 to 59,185
Canterbury,2022-03-08,60 to 69,102
Canterbury,2022-03-08,70 to 79,18
Canterbury,2022-03-08,80 to 89,4
Canterbury,2022-03-09,0 to 9,141
Canterbury,2022-03-09,10 to 19,453
Canterbury,2022-03-09,20 to 29,502
Canterbury,2022-03-09,30 to 39,359
Canterbury,2022-03-09,40 to 49,287
Canterbury,2022-03-09,50 to 59,199
Canterbury,2022-03-09,60 to 69,76
Canterbury,2022-03-09,70 to 79,22
Canterbury,2022-03-09,80 to 89,4
Canterbury,2022-03-10,0 to 9,208
Canterbury,2022-03-10,10 to 19,478
Canterbury,2022-03-10,20 to 29,469
Canterbury,2022-03-10,30 to 39,354
Canterbury,2022-03-10,40 to 49,305
Canterbury,2022-03-10,50 to 59,206
Canterbury,2022-03-10,60 to 69,94
Canterbury,2022-03-10,70 to 79,37
Canterbury,2022-03-10,80 to 89,10
Canterbury,2022-03-10,90+,1
Canterbury,2022-03-11,0 to 9,214
Canterbury,2022-03-11,10 to 19,428
Canterbury,2022-03-11,20 to 29,423
Canterbury,2022-03-11,30 to 39,324
Canterbury,2022-03-11,40 to 49,283
Canterbury,2022-03-11,50 to 59,213
Canterbury,2022-03-11,60 to 69,81
Canterbury,2022-03-11,70 to 79,40
Canterbury,2022-03-11,80 to 89,13
Canterbury,2022-03-11,90+,2
Canterbury,2022-03-12,0 to 9,191
Canterbury,2022-03-12,10 to 19,342
Canterbury,2022-03-12,20 to 29,329
Canterbury,2022-03-12,30 to 39,244
Canterbury,2022-03-12,40 to 49,258
Canterbury,2022-03-12,50 to 59,180
Canterbury,2022-03-12,60 to 69,72
Canterbury,2022-03-12,70 to 79,33
Canterbury,2022-03-12,80 to 89,9
Canterbury,2022-03-13,0 to 9,256
Canterbury,2022-03-13,10 to 19,392
